age,clv_score,avg_balance,monetary_volume,mortgage_outstanding,activity_intensity,investments_aum,recency_days,category
33,36220.03,5668.634231776944,4158.05,0.0,9,10104.69258319653,196,FixedDeposit
63,35747.06,9143.161583191864,18702.19,30983.34433274613,7,16990.0710302778,202,CreditCard
28,32233.85,4624.653452154424,1115.91,0.0,10,4989.460266467499,339,SavingsAccount
66,92298.63,8039.138569598274,10389.86,0.0,8,6892.505397601986,148,CreditCard
64,24681.09,18290.54443902818,1530.56,71754.56047163309,11,19326.56780005817,175,DebitCard
57,60337.28,54875.13199823902,11713.34,112255.2624910726,7,11049.34964890072,360,DebitCard
73,22823.12,18123.95411270332,2682.83,0.0,7,18213.35708182889,270,PersonalLoan
28,53659.53,51524.40740838558,5677.86,72216.19497090027,18,4351.985398390839,58,FXTransfer
52,32453.59,44501.99600674232,10791.06,0.0,16,11673.12991481248,149,FixedDeposit
75,37904.16,28064.81965070112,5766.78,66301.68346252329,16,22827.15535782263,81,CreditCard
63,36194.4,10118.98494212573,1105.67,0.0,15,13561.72818925838,87,Insurance
50,81728.43,30578.56456188277,1850.2,26120.1738876411,10,6810.402285895542,115,FixedDeposit
64,35169.49,37170.24508721603,3114.35,38890.28232673115,9,16813.9967303349,67,FixedDeposit
68,36287.28,27540.84045426739,4967.11,0.0,10,3304.007809517413,346,Insurance
28,43450.31,44015.00659959917,7247.37,0.0,11,5000.225435343867,230,PersonalLoan
62,43631.68,12749.17069929324,8055.06,0.0,11,8849.952560272952,63,FixedDeposit
70,43756.39,7319.68722091405,835.77,54717.51311557397,10,3531.887573707202,212,SavingsAccount
71,50859.39,19382.27727138541,11762.77,0.0,10,17106.17727655997,73,SavingsAccount
65,98109.12,23228.35997717811,4363.39,78882.24358503267,11,20867.66416015925,264,FXTransfer
41,55037.36,2208.913688348218,3719.34,33479.30735359652,9,5234.490464327652,238,PersonalLoan
31,15006.19,16398.33231093026,5406.39,0.0,12,4101.998360047129,104,InvestmentFund
62,28068.11,21646.94505358476,2364.7,0.0,11,3112.65844264901,334,PersonalLoan
24,26286.68,7324.505338306853,1670.78,19100.01931305487,7,28578.58101422384,181,FixedDeposit
65,32663.17,33415.53642237257,5920.73,0.0,17,7245.732950177417,167,FixedDeposit
65,21111.31,14301.48074353968,1062.26,55105.90811578483,10,4594.612187023158,275,PersonalLoan
25,41381.38,45076.8876836054,7241.56,134746.7840821363,9,20802.17619342983,313,FXTransfer
31,71501.27,27746.05010691759,4011.5,0.0,8,30091.05761500089,158,InvestmentFund
62,17362.85,23956.6544579383,3267.93,97781.70603444075,9,4430.874936446494,53,SavingsAccount
27,9009.0,45152.51510012062,6859.2,66764.56607655126,13,7467.412811391451,200,Insurance
55,47653.6,18678.25681471785,981.81,136661.641035302,9,10044.96179579816,326,SavingsAccount
55,64841.38,29337.25726904931,19129.08,0.0,9,2057.404957144461,339,Insurance
44,35839.99,71913.29923631539,2682.52,60516.66088359718,10,589.3488270096688,117,DebitCard
48,18640.5,10316.77883633449,2979.84,44204.71438511587,8,10723.74582541989,103,PersonalLoan
53,52576.7,11020.5253952743,9504.74,37031.2730113265,10,7597.970110982656,320,DebitCard
68,24612.72,22174.75213284241,3453.03,0.0,10,2203.41615277894,299,FXTransfer
23,31946.49,11950.37669626466,12252.21,115455.3812625034,15,16422.56144012273,183,InvestmentFund
25,60474.36,32170.22665557132,8437.5,0.0,9,9055.662907072381,317,FixedDeposit
59,33468.78,15356.63687849554,14038.61,24303.39851058046,11,10479.34478005068,266,CreditCard
72,9388.73,18367.35821730903,9570.36,0.0,11,12447.77654579281,301,SavingsAccount
68,63537.8,14533.01517471931,14295.8,0.0,5,15156.81219334648,130,CreditCard
44,91198.43,11254.29230435556,5865.84,101452.7927332271,5,6571.971489650085,204,CreditCard
58,16191.56,14712.3031059401,13832.48,0.0,7,8019.244678421142,24,PersonalLoan
26,44639.27,17446.92097725153,16699.36,95644.47347343255,8,3048.128410756731,96,CreditCard
69,22463.75,3921.065497636337,8727.82,28952.32046376989,11,5076.889300591506,37,Insurance
47,69722.3,10166.6414990902,5240.45,50906.17754406268,12,9617.836990774469,59,Insurance
26,40646.49,23442.8611400492,13104.91,36320.00793207774,5,12406.21964999947,51,SavingsAccount
26,11013.69,8363.986860338277,1527.12,74147.41713273544,9,8723.837288918368,338,Insurance
72,19332.92,14576.50254405111,7843.86,0.0,8,296.1922840888787,165,Insurance
28,53841.33,12794.95451152442,1946.77,27193.06585276682,17,793.6498624539331,241,FXTransfer
32,52107.36,10064.85206547027,7026.23,0.0,10,19565.60031372526,3,Insurance
46,36055.03,69821.69439231855,3071.46,0.0,11,17598.30494955046,75,PersonalLoan
66,48571.87,29870.1124075102,2632.94,82779.382323581,8,20967.80858652415,83,FXTransfer
33,50967.32,16965.38129942105,13454.67,95681.83831892481,10,4296.279869292756,283,PersonalLoan
69,43036.49,32155.40347955943,8886.54,111588.2694629959,9,6456.981282760651,184,FXTransfer
23,31967.1,11437.25926382573,2125.97,0.0,7,2191.068222115605,225,Insurance
71,21774.27,66425.06144584315,5756.88,0.0,8,1629.150369911952,61,CreditCard
45,62058.01,40908.1942785653,5533.16,0.0,11,13491.48931560104,236,FXTransfer
43,25947.12,55015.86157592142,4248.72,0.0,8,22652.36062657304,358,Insurance
52,40822.89,7644.179541529486,1954.22,0.0,5,1417.197245605324,298,PersonalLoan
51,51543.16,24835.31173904387,5783.14,0.0,8,19587.31142968903,77,DebitCard
18,20708.45,9519.445178485814,10826.7,93016.36410547125,11,6219.028158812501,134,InvestmentFund
53,18559.84,11880.75585320238,12954.92,0.0,11,5184.864552995573,246,SavingsAccount
44,31211.11,39352.91625993036,4279.81,59477.6951774655,15,14613.46973559993,170,SavingsAccount
61,37007.99,22487.48795129655,17124.72,0.0,7,5301.881709740099,41,InvestmentFund
56,47794.68,26107.7568153464,3052.1,0.0,14,21099.24514009429,294,InvestmentFund
50,21077.24,28678.49810362862,3947.26,120576.8073490823,10,1301.230459791701,329,SavingsAccount
40,15979.83,14965.74347899211,1052.4,55502.87954923784,7,25569.37583464954,346,PersonalLoan
35,43910.52,51916.38197121251,11674.6,105851.6942316293,9,10125.2141784191,187,FXTransfer
25,60960.32,5559.3545709475,976.65,0.0,7,6441.219760670689,284,FixedDeposit
31,38746.99,20052.20809523274,2307.41,40856.64661346471,7,20394.40294389836,328,SavingsAccount
65,32604.47,16518.47960203333,5408.12,28485.10464982668,14,7828.840856630927,118,InvestmentFund
46,19251.29,16977.43210732531,3461.67,125899.6482287625,15,6617.160047568917,95,InvestmentFund
59,14320.24,31224.10704738193,12671.04,97907.03620409613,12,16797.73084983061,68,DebitCard
46,29915.42,15817.08531099989,9659.88,0.0,7,2213.877580380163,279,DebitCard
70,45964.94,13106.10031329179,3821.62,0.0,13,8432.999897794358,282,PersonalLoan
50,86719.66,43643.21709137993,2319.51,0.0,4,6175.810445165361,301,FXTransfer
40,29486.77,29072.50647843623,3197.05,0.0,10,5938.1124116414,169,InvestmentFund
31,39269.55,24209.6979973352,17198.28,50702.55477804317,6,3270.555459207573,68,Insurance
40,12923.35,38707.49601574976,8231.77,73804.3497629085,15,13829.31819623026,322,CreditCard
27,19845.7,4194.369412292815,14831.92,26690.61188774836,8,4744.179380794246,194,Insurance
37,52622.25,65887.25825548643,2320.6,38720.67410997123,6,1451.218516355789,83,Insurance
20,27215.8,10837.22401644256,4080.23,81208.75878200486,7,28642.78243080122,99,FixedDeposit
35,18725.25,18902.65903331096,2906.55,34618.55724061315,7,15082.19871337119,13,DebitCard
50,26834.76,4804.23959419487,8434.73,70274.6781429754,6,22066.81388415191,284,SavingsAccount
58,13687.78,29010.30363295369,9550.97,128330.4266963305,11,12509.1944257251,48,FixedDeposit
52,8380.2,39987.37446983407,2556.13,0.0,10,10940.86315408601,162,DebitCard
37,47608.55,7308.014276375827,2442.7,35314.86202340421,11,18922.67577270099,198,PersonalLoan
56,12615.59,24285.68555628907,653.61,0.0,6,29534.03984477383,84,FXTransfer
65,22807.79,15195.82401424587,1738.02,69735.60892878522,6,3556.717614445261,43,Insurance
50,55295.27,22371.03907085755,1169.19,78049.81882746796,8,8627.900763473264,180,SavingsAccount
25,37561.06,5738.642541983144,4236.63,0.0,10,27140.84845986955,82,SavingsAccount
43,57688.29,29339.06430573214,10075.42,0.0,15,6349.600913684287,344,InvestmentFund
37,46416.79,6410.701054268498,5824.51,29068.4372039067,16,1479.449213194568,116,SavingsAccount
59,11898.2,35135.01906564458,12202.37,68326.4553166192,7,6540.80232581109,357,SavingsAccount
39,13672.61,42413.5064280388,4577.39,0.0,18,11433.71485682784,128,CreditCard
45,18063.5,26118.44667124966,16641.11,112058.1610258075,7,1422.85332787424,60,FXTransfer
68,66815.73,8503.201188406292,2540.58,92604.97809131528,8,891.0671103317941,336,DebitCard
39,67847.37,18658.0850492455,1311.2,58116.55549428807,10,19438.79081393264,50,FXTransfer
47,22259.97,66366.46302391951,7159.6,86096.61051036377,8,2504.530535176262,271,CreditCard
36,51455.14,11805.92030920804,2203.86,0.0,8,3552.750064167721,157,SavingsAccount
74,30859.15,29217.60950692192,11255.77,29185.37112477346,3,15715.27541508114,68,PersonalLoan
37,99215.59,21233.20794977579,1370.22,0.0,10,11455.02892331448,253,SavingsAccount
72,47057.48,52652.9740024642,3819.24,141645.7085981993,12,1418.861584948948,257,InvestmentFund
29,31092.82,72551.7546325634,10141.29,0.0,12,2926.125334255898,246,FixedDeposit
41,14238.06,43713.91290538549,4709.96,0.0,9,6376.223888126937,86,CreditCard
33,33352.84,10104.08482993758,7236.9,75802.10866798362,8,31224.83483809511,9,CreditCard
28,46107.38,10723.20617103777,11874.56,0.0,8,14735.76057511861,13,InvestmentFund
70,35143.96,16142.80883501084,1862.77,90760.28820639764,11,10049.61840984984,336,InvestmentFund
23,10568.71,18419.01850815367,9332.87,66236.8723783575,17,2356.611806370295,317,InvestmentFund
37,17627.52,53157.89992150938,6531.94,0.0,13,16931.71149743428,26,CreditCard
65,42062.56,17576.22548320853,13960.42,0.0,5,9751.448735908218,169,InvestmentFund
56,68616.86,38742.5672051014,7426.23,63746.67774899067,11,6158.159600241334,281,DebitCard
52,19501.54,49445.68834443131,6585.64,111899.9401938185,14,19305.67996564617,211,PersonalLoan
35,11984.99,16935.43238941791,6461.13,0.0,3,12662.22620142055,177,Insurance
57,17123.66,10934.62132395393,1215.26,26544.26449467217,13,16431.1601548131,1,PersonalLoan
20,8263.05,24089.04252345009,889.51,107708.2386505002,10,4100.720955384071,267,Insurance
65,99530.23,21372.64618931069,678.32,27726.31491667852,8,15732.92029562328,215,FixedDeposit
49,89995.4,17654.4108436164,548.87,113476.1450131577,9,5272.560932678476,279,PersonalLoan
58,67942.17,24151.19215718739,4713.78,0.0,11,14050.01707021728,91,CreditCard
55,12681.2,6024.943291097977,17609.7,0.0,8,20320.62269532321,46,CreditCard
34,55641.13,35250.2460027281,2269.55,0.0,7,2633.12923026461,32,CreditCard
51,4865.82,43815.67794911893,2360.59,0.0,12,11522.75422749508,228,FixedDeposit
53,22289.79,5313.640201778533,12060.7,0.0,6,7270.207434225701,95,FixedDeposit
33,90079.56,14297.07626967044,2126.5,104854.0020860802,16,19982.36448368265,112,SavingsAccount
22,30622.35,8661.184108625002,1683.41,0.0,10,20517.54394993448,30,PersonalLoan
37,7434.37,58552.46416065539,2471.37,77446.9953497406,11,9033.738317847205,118,CreditCard
30,12418.66,50118.70377187555,13793.29,60140.79292051552,14,4446.26610139673,99,InvestmentFund
61,7631.63,33933.14856420591,2940.63,0.0,15,6649.929347844835,138,PersonalLoan
74,8002.65,60178.14281092602,3548.14,0.0,9,9794.673186134543,218,PersonalLoan
67,22764.39,12767.59919894861,4759.73,0.0,10,5132.935401785271,243,PersonalLoan
27,48485.47,30645.05150401125,2522.77,0.0,8,13719.20166887934,306,Insurance
57,90085.31,57126.9278937283,3571.56,23264.22935215641,10,12219.20342650723,149,Insurance
35,42898.51,18247.38587371018,451.92,0.0,14,5571.714989040389,265,Insurance
70,42310.7,32351.67641431042,3788.6,28833.16787622539,8,3592.123154608069,40,InvestmentFund
69,22696.5,48867.83563443876,3026.46,48832.97888731033,9,4881.147084067594,240,PersonalLoan
36,20448.24,8334.899918975882,6329.51,85109.64826407708,9,6976.554415864993,88,DebitCard
75,42071.0,46117.56272853393,11438.92,0.0,12,5518.724998746731,178,FXTransfer
75,103504.14,11697.18343928503,3742.72,0.0,5,8156.988087133758,262,CreditCard
18,36777.19,36845.97367924501,11782.51,113866.4771418941,11,5135.328860476746,334,SavingsAccount
25,18068.96,25062.24040985828,3738.69,0.0,7,26048.13625924856,204,PersonalLoan
68,54998.54,22625.65420170738,3758.35,0.0,12,13344.58617508483,112,SavingsAccount
73,70270.22,36921.27849100238,7023.82,39872.03838983832,8,26236.19957438637,258,CreditCard
18,18159.16,35619.36925243967,6961.14,56361.1958220007,13,11244.31050366798,331,CreditCard
46,60616.69,16205.79648003099,3534.99,0.0,13,15942.21879813379,62,PersonalLoan
64,59132.74,28507.57873042642,3476.5,100769.2084974737,12,6570.891285510091,294,PersonalLoan
60,31140.73,20725.30344537403,5462.49,0.0,7,5452.402060894741,358,SavingsAccount
46,43153.63,6239.513102289195,1628.44,76690.5976852044,14,14210.90268710384,96,Insurance
39,41854.79,11478.76430091074,19207.79,114342.6585028489,7,9350.839008667483,186,SavingsAccount
54,47260.24,24478.19232679044,3444.14,47267.06912186672,9,10376.91202619684,102,DebitCard
54,46379.79,21278.95550356483,2811.92,18124.22130795454,6,12987.03415299401,95,FixedDeposit
18,34119.44,27736.44276637489,1697.93,95528.79389635543,11,4708.2647253946,239,FixedDeposit
44,27071.99,28703.79469599274,6913.89,120421.8765917519,9,3137.065500709227,203,PersonalLoan
49,38258.63,11182.11555405314,4997.65,82867.07730095423,8,2149.642506978901,306,DebitCard
69,18459.9,6438.676095483764,5034.97,21848.31482041445,4,3120.91300093368,244,FXTransfer
18,33920.63,20268.73163852533,3960.31,78106.15480250426,10,6022.300073591204,220,DebitCard
70,23497.69,10275.82000123669,2411.3,36280.27877436506,4,13756.06892313996,218,FXTransfer
64,52670.09,22466.98132131038,17872.43,66588.86902065517,10,9310.816278955224,112,Insurance
32,70906.81,30080.38208239109,3014.91,98531.59952663661,15,12762.29079906403,224,DebitCard
71,41636.14,25345.05756619916,1948.54,0.0,5,8958.999834348844,82,FXTransfer
71,52528.85,15451.389819822,6840.34,64105.28216813211,10,19148.66357663727,168,FXTransfer
71,35893.8,34618.41647199681,15371.17,0.0,11,11494.82447589826,333,Insurance
34,16352.32,29381.97858766267,4101.82,0.0,13,10234.43028043338,51,CreditCard
31,32030.63,46517.74613803862,3293.37,0.0,8,7279.245350650937,165,Insurance
68,98450.61,44869.98253651148,1334.43,0.0,12,7694.871136378194,41,SavingsAccount
49,49996.55,21701.7090691976,3705.95,52583.61118618926,2,18150.56327800343,341,SavingsAccount
56,41021.7,10221.8462315208,3437.49,0.0,15,2920.831489275563,220,FXTransfer
62,33172.34,72248.78478691383,2815.81,34169.20911485273,9,11546.67621664862,182,Insurance
48,58603.14,34011.80886774665,18367.55,97734.91065443326,8,15285.67558744835,296,FixedDeposit
24,24127.3,56989.97633764006,2377.7,61628.89456123339,15,6012.564327061658,58,Insurance
30,26173.27,9637.017929983585,3379.77,48072.87786016216,8,2594.78437092697,183,Insurance
39,21559.81,25391.78108280964,16610.84,31334.08790990187,9,6762.165222435034,290,CreditCard
72,19050.2,17127.74608820607,2645.13,76370.0220933831,10,3549.703047416135,297,InvestmentFund
30,22559.85,15496.699199452,1477.68,0.0,12,4241.954831405018,220,PersonalLoan
29,9098.61,11475.1382374623,4233.69,76039.56278290687,9,5823.687972776094,285,InvestmentFund
39,81539.77,21392.49779389609,5600.04,0.0,9,16090.43940482598,219,PersonalLoan
60,97985.08,6554.684659990909,5230.17,0.0,11,13322.06202631621,184,CreditCard
24,44853.52,8793.60578857857,4321.34,21822.17055507852,9,4271.599029759063,240,DebitCard
50,67878.36,33117.68554965295,1745.91,0.0,4,21276.16441701188,150,FXTransfer
55,12658.75,26967.17006657424,2902.95,38760.52784748907,9,4901.681555190156,303,CreditCard
75,22477.8,7512.833901578856,4304.46,64164.4746228618,3,4273.150614337777,266,DebitCard
22,32326.72,18875.75333081953,2099.33,0.0,9,16256.64279896825,288,InvestmentFund
48,21247.13,32508.58302603552,12265.81,48205.24546809517,10,8459.419389814817,173,FXTransfer
36,12295.68,10798.00905404719,2276.96,95304.90559856911,4,12097.57879207425,249,PersonalLoan
50,78051.33,39060.53928406668,1572.23,0.0,11,11521.31061716351,32,FXTransfer
24,51277.24,25950.52414857126,7498.04,0.0,11,2804.264987656497,302,SavingsAccount
50,26482.3,4605.167343956755,1457.95,0.0,11,4943.750741472631,243,PersonalLoan
75,22891.89,46957.39770821654,9810.36,112468.5778583262,10,6178.961492834857,281,Insurance
63,31073.31,33056.15926327154,3092.52,0.0,8,5454.13813787995,13,FXTransfer
45,49408.42,34434.04768395732,7373.47,0.0,12,11933.74942617267,218,SavingsAccount
38,51023.33,10424.85991351331,1113.2,80463.73229482418,12,13606.32636649126,324,DebitCard
59,20705.68,49730.80912705394,5738.31,0.0,10,8948.07085305007,239,InvestmentFund
53,77559.65,51296.86328969579,3813.31,40501.44961590326,8,5476.446788940833,250,SavingsAccount
65,16743.9,12703.25116489003,4913.12,0.0,7,6118.164746508794,261,FXTransfer
71,51717.94,23563.31713341102,3390.85,0.0,9,4502.442183951978,8,Insurance
26,52822.0,4524.200538208196,5293.81,144594.0095361212,2,14040.90431725854,49,InvestmentFund
26,8547.85,9729.866579238873,5799.55,53163.9672513163,10,5428.112105181543,301,PersonalLoan
32,34716.93,18397.3718260345,1832.23,43139.2845931394,11,3668.419086736717,209,DebitCard
28,109007.9,12921.10580495898,6374.06,0.0,9,19488.58251574103,103,PersonalLoan
63,72400.96,15325.35583844504,1728.39,27358.01170819698,13,18677.20457610654,302,InvestmentFund
25,10984.49,20979.21675176986,4260.79,0.0,9,3122.915932000543,122,PersonalLoan
18,47448.13,19772.19279902289,5378.7,38717.88422370972,11,7518.821341087697,227,DebitCard
62,71767.99,43096.97952122224,4721.67,0.0,7,12484.66969921736,69,InvestmentFund
63,9548.24,19673.42634450479,6851.58,0.0,12,23867.77499357295,213,FixedDeposit
44,27925.01,35042.29559911587,1543.1,0.0,6,6082.629179841688,183,FXTransfer
22,34509.3,8154.049186279403,5938.86,49994.15321857232,8,5560.356214824919,239,DebitCard
69,33978.03,17627.09634089928,9867.11,50227.84756877201,9,4597.492576663587,358,SavingsAccount
58,27648.09,43308.87185747212,7756.04,0.0,11,28285.84072119665,249,SavingsAccount
29,70677.97,26886.94881216987,900.16,89322.99573637925,17,8765.189492526599,83,FXTransfer
67,6890.4,37445.60622404676,2677.7,76998.43750702267,10,13123.57137452437,127,FXTransfer
20,20909.62,42251.31407861616,4575.32,0.0,11,4147.511621705959,0,DebitCard
60,32304.38,13250.04187331495,1036.25,48669.17918513525,2,5292.496691174697,334,FixedDeposit
26,20243.26,50387.47423127318,4801.72,166904.8119168584,10,13041.97648485523,270,FixedDeposit
34,17069.01,29174.28509305665,1915.28,90039.10917716647,9,1609.537711772001,69,InvestmentFund
67,42368.59,17674.4017708143,1135.98,25786.8010585429,15,4602.036388098571,182,DebitCard
46,32862.6,35763.94364833957,4832.84,0.0,7,2071.646824249663,272,InvestmentFund
59,20659.81,42252.32102778766,2078.84,51021.32980947856,9,16289.27070024817,354,SavingsAccount
46,6294.72,58540.49174987762,6501.91,0.0,8,8619.304982052749,225,CreditCard
56,24243.48,15145.1930136115,831.69,126022.3809619422,17,1667.195236028173,292,FXTransfer
39,37842.88,26101.1281280189,863.56,92860.891648298,15,2497.405378270407,21,FXTransfer
39,22005.61,22356.20453857203,1355.17,0.0,10,7474.485034841895,129,PersonalLoan
37,34954.6,20442.5610864222,972.95,73280.63117776946,6,1654.211746834182,323,Insurance
58,11965.19,27749.32286645505,3923.38,78167.41097100476,7,1041.296124584423,56,PersonalLoan
52,47902.36,65760.6797077553,4792.0,32854.6068306755,11,3361.062873707026,347,CreditCard
54,46242.67,10929.4424993996,2924.33,0.0,13,2107.71938880463,36,DebitCard
33,57085.09,2692.804389166732,7313.97,163998.7779455373,9,5954.425880781004,274,FixedDeposit
18,9353.57,22291.94515369245,1883.57,12623.75749636139,3,3822.791953851544,326,SavingsAccount
36,25775.42,6760.146473385677,10662.66,0.0,8,5016.6826391957,313,InvestmentFund
24,43273.91,64113.79867366965,10555.2,71615.01559374505,12,6101.015324481105,353,SavingsAccount
56,22838.38,27256.86130919019,2072.66,34518.69147571755,10,3416.674893384853,159,PersonalLoan
70,20596.08,10813.47583630806,1439.04,0.0,6,4360.082915463664,314,SavingsAccount
61,45282.33,22662.86504188535,2244.61,0.0,13,5799.288534061787,120,DebitCard
56,37297.13,31274.96727582371,8483.11,30491.76868099788,13,16790.02669318583,249,Insurance
61,20545.42,6795.880693695849,3524.58,32882.87899276675,16,3269.616771140877,329,CreditCard
28,80206.11,46243.99049264459,6705.2,0.0,6,806.2051633646448,313,Insurance
71,20114.71,23032.59160638026,15285.3,15012.95305536487,9,11934.24674897408,303,PersonalLoan
51,67265.01,6698.393580517184,5756.04,25864.74229304269,12,10370.9674375804,135,DebitCard
60,32594.61,26048.51407635198,2298.91,0.0,15,11180.17799045217,12,Insurance
61,35065.06,10734.48284576794,2441.59,0.0,8,11828.93957747002,350,DebitCard
26,11421.73,44843.0533463309,2381.38,129358.790804079,15,19604.02536981613,199,SavingsAccount
23,12132.97,21064.48333056195,7924.56,106092.6369735539,9,11226.15021618233,139,Insurance
75,104518.44,11485.91594951037,2211.18,53912.18984881978,8,12261.72491854622,269,InvestmentFund
34,64787.35,15245.56135312706,13538.91,69543.96365017659,10,21265.88846945327,158,Insurance
22,64662.72,4137.803263731353,3153.87,0.0,11,4036.006450388772,215,FixedDeposit
35,77665.82,12252.26838104719,9981.83,0.0,8,5696.717673889888,291,PersonalLoan
43,103708.94,10633.25405721358,2057.97,0.0,8,12211.40980461723,106,SavingsAccount
47,55433.5,6948.194978869235,8975.64,73652.21418010056,10,5190.369653938994,67,SavingsAccount
36,65447.26,39668.26459150261,2711.69,136778.4078136968,15,4863.414261819245,326,FXTransfer
46,19000.81,42628.39038001344,2097.16,0.0,11,9038.001509755573,268,SavingsAccount
30,36852.1,21345.80379828922,12412.6,0.0,5,5517.815317079314,110,DebitCard
24,22310.8,41267.02175029318,728.78,113777.6385143155,11,4215.203313126668,169,DebitCard
72,72812.54,39723.26374515546,1827.34,58154.50542964028,7,1887.360694074858,271,CreditCard
23,77740.06,23868.65954557258,2239.65,0.0,8,7986.187203959047,54,Insurance
71,48183.17,33854.12540082145,2779.37,109086.7186551081,16,26078.53537930653,50,Insurance
40,7714.7,27104.01703310333,1605.92,113711.3345272794,11,9633.427017189566,268,SavingsAccount
43,17167.53,36395.55029307803,2693.45,63801.60242859139,9,15097.4201086452,268,FixedDeposit
36,23305.26,16754.73723392725,2005.17,27958.12784422531,16,7955.927114818332,50,FXTransfer
75,99559.33,33740.15898393578,8205.52,57332.78113473071,11,13014.27345577128,190,DebitCard
68,59660.33,19093.03157214724,7137.68,66599.86025561721,10,3113.290004832893,25,FXTransfer
50,81192.14,6727.375887990863,3372.37,45751.89544970795,13,11541.65957665661,290,InvestmentFund
28,34894.18,11706.50324254608,5119.15,59899.16645466154,6,20584.77510511729,152,FixedDeposit
59,75920.6,45510.43795459334,4082.37,0.0,14,7093.661419737447,337,DebitCard
22,70294.95,15961.98812542249,8711.14,0.0,13,3311.809121003505,325,SavingsAccount
26,19615.34,33729.24096766073,2924.55,37005.10182658125,9,5445.242380923366,308,CreditCard
28,73997.82,14976.28375742401,1955.18,40567.02692437082,11,3816.92796755674,146,CreditCard
67,15799.79,36945.99384837833,14870.22,44422.13544518128,12,13136.65834893694,254,FXTransfer
75,67803.26,13142.38675909612,9437.75,51708.78543058921,9,1732.224665804881,338,SavingsAccount
65,12165.55,2643.485250967149,13153.57,0.0,12,5050.490681677895,258,SavingsAccount
54,13518.01,26591.92754646136,8937.72,44003.60133633023,7,6246.335560693655,57,Insurance
27,37755.95,15418.76007218445,5428.45,41766.88523860571,11,9852.940292293484,58,CreditCard
29,6724.71,21003.93609046686,14836.87,0.0,11,3427.360335727997,78,FixedDeposit
36,28485.84,40304.27564464,718.34,0.0,10,4924.113345286218,61,SavingsAccount
27,42923.11,28123.65424020978,2310.27,64388.75415184676,9,1399.059944228302,3,Insurance
19,19318.64,15553.70979622344,735.53,0.0,12,7437.507836678742,48,Insurance
38,61356.05,29543.21087860546,18797.18,0.0,13,1078.074817110954,316,Insurance
20,43383.68,3837.256079215434,8013.87,0.0,10,3671.440829692172,33,Insurance
67,89460.79,14168.50878021076,1108.28,0.0,10,13080.06879909314,242,FixedDeposit
40,42801.63,9962.365262698782,1442.23,48852.87854555101,11,12359.48732908772,168,InvestmentFund
23,74347.4,21707.59557396732,16337.59,37562.67314856656,12,7659.449144888114,176,FXTransfer
29,13850.33,26363.28884196928,2993.91,0.0,11,25426.8221465862,191,FixedDeposit
62,25239.17,9300.5880642113,4252.71,0.0,9,6907.454148028929,41,FixedDeposit
23,53776.74,33659.92014158754,5053.83,0.0,17,4126.89057562284,219,CreditCard
33,43464.76,41819.71720850229,7746.63,0.0,10,28483.44749296034,278,DebitCard
74,21877.15,29982.89936609874,2333.31,0.0,8,4986.566570587298,74,CreditCard
29,39096.39,8534.171025778018,15531.48,159036.924510114,13,23500.19118137741,86,InvestmentFund
33,11441.97,20063.22887986182,2681.13,0.0,9,13769.19461753886,348,FXTransfer
48,26409.17,26914.95606140227,760.78,29703.06714446354,9,8102.457434706143,1,FixedDeposit
62,63067.4,28877.94209289541,4976.01,0.0,7,18122.61647474323,11,PersonalLoan
40,10066.06,28473.14382056798,14867.0,0.0,12,3596.375873464386,127,DebitCard
23,23600.41,44941.46927925875,2476.15,0.0,6,4349.799458281534,130,FXTransfer
60,28612.49,9962.65310330066,1484.96,0.0,14,14496.74006942064,179,Insurance
35,70766.57,17574.59848314346,5394.17,0.0,9,7048.585451006405,66,FixedDeposit
48,21533.72,30188.0014767733,13941.25,43442.8640048513,11,11295.37886967798,46,SavingsAccount
67,50418.0,47482.94501766252,3323.9,65672.13674591253,11,4623.141496920279,3,InvestmentFund
23,20663.06,47404.10040853906,1571.46,40906.71394252548,5,589.6502961154457,28,FixedDeposit
75,52826.4,20178.42587416149,4277.97,65468.44519498879,7,25319.55897248241,341,SavingsAccount
29,32447.73,15915.40873413215,3547.72,54772.38472915553,9,4418.653372776365,175,InvestmentFund
28,34715.86,38744.55058694162,3579.07,53361.64162046839,10,1710.2219555596,21,DebitCard
36,54034.36,24659.26441458974,18826.55,52985.70873181452,15,2622.280811089126,191,InvestmentFund
55,15522.06,9772.646963254057,19445.67,0.0,14,7103.636864795484,324,FXTransfer
40,37004.25,16229.78271839894,1825.52,47414.7810334043,10,3423.621277262077,303,CreditCard
67,11308.82,11269.77459039515,7070.44,26545.30726964348,11,2684.937036107824,237,SavingsAccount
64,53227.6,9892.61018413545,14093.61,0.0,10,15146.59975619749,213,DebitCard
45,46979.59,7855.920914830007,8275.82,63158.31165235175,8,4418.684319759329,196,SavingsAccount
23,30293.33,29585.58849864539,5426.87,107667.8505057169,8,11029.35362153176,260,CreditCard
47,16349.69,55080.62773816615,3505.73,0.0,9,17957.1225420205,64,CreditCard
75,22134.85,15537.6383353822,2252.11,90343.88189851327,15,5030.97840247256,106,PersonalLoan
65,27565.72,7131.626176565178,7082.92,70880.01900031308,11,1064.077076127223,30,FXTransfer
49,101195.94,14905.46158876057,10643.47,41059.81793280002,12,6737.026234177804,220,FixedDeposit
